TEOCA01032,Super ,30,140,120,Super ,30,250,210,1
TRFR00016,Super ,30,140,120,Super ,30,250,210,1
ASFGI0402001,Super ,30,140,120,Super ,30,250,210,2
101-TEGCCABCCNCC,Super ,30,250,210,Super ,30,600,500,5
TRMF00019,Super ,30,140,120,Super ,30,250,210,2
101-TEGCCABCCXTA,Super ,30,140,120,Super ,30,250,210,10
101-TEGCCADSD,Super ,30,140,120,Super ,30,250,210,9
DNFGH0801001,Super ,30,140,120,Super ,30,250,210,1
TEOCA03028,Super ,30,140,120,Super ,30,250,210,2
TRDSL00178,Super ,30,140,120,Super ,30,250,210,1
TEOCA03029,Super ,30,140,120,Super ,30,250,210,1
ASFGI0402001,Super ,30,140,120,Super ,30,250,210,1
TEOSH07043,Super ,30,140,120,Super ,30,250,210,1
TEOGH08017,Super ,30,140,120,Super ,30,250,210,2
TEOBE09021,Super ,30,140,120,Super ,30,600,500,1
ASFCA0103003,Super ,30,140,120,Super ,30,250,210,1
TEOCA01015,Mega ,70,140,220,Mega ,70,250,310,1
TDOSH07031,Super ,30,250,210,Super ,30,600,500,1
TEOIS10011,Super ,30,140,120,Super ,30,250,210,6
101-TEGCCADSD,Super ,30,140,120,Super ,30,250,210,12
101-TEGCCADSD,Super ,30,100,110,Super ,30,140,120,1
TEOLU14021,Super ,30,140,120,Super ,30,250,210,1
TREX00049,Super ,30,140,120,Super ,30,250,210,1
IHFCA0202003,Super ,30,140,120,Super ,30,250,210,1
101-TEGCCABCCVVS,Mega ,70,140,220,Mega ,70,250,310,1
DSFQU0103001,Super ,30,140,120,Super ,30,250,210,3
TEOBE09016,Super ,30,140,120,Super ,30,250,210,1
TEEAL07032,Super ,30,250,210,Ultra ,100,600,700,1
TDOAL07021,Super ,30,140,120,Super ,30,250,210,5
TEOCA01017,Super ,30,140,120,Super ,30,250,210,3
TEODK07021,Super ,30,140,120,Super ,30,250,210,1
TDOCA01011,Mega ,70,250,310,Ultra ,100,600,700,2
TRDSL00208,Super ,30,140,120,Super ,30,250,210,1
DNFGH0801001,Super ,30,140,120,Super ,30,250,210,1
TDOGI05011,Super ,30,250,210,Mega ,70,250,310,1
TEOAT13013,Super ,30,140,120,Super ,30,250,210,1
101-001,Super ,30,250,210,Super ,30,600,500,1
TEOCA02015,Super ,30,250,210,Super ,30,600,500,1
